Accident_ID,Date,Time,State,District,Latitude,Longitude,Road_Type,Weather,Light_Condition,Driver_Age,Driver_Gender,Vehicle_Type,Speed_kmph,Alcohol_Involved,Driver_Drowsy,Pothole_Involved,Cause_of_Accident,Severity,Casualties
ACC34068,08-02-2022,18:50,Karnataka,Belagavi,15.4922,76.1775,State Highway,Cloudy,Dusk,32,Male,Car,64,No,No,No,Poor Weather Visibility,Low,0.0
ACC34069,17-08-2024,16:36,Kerala,Thrissur,9.9201,76.0647,State Highway,Overcast,Day,18,Male,Auto,56,No,No,No,Poor Weather Visibility,Low,0.0
ACC34070,24-07-2024,16:29,Kerala,Kozhikode,10.0965,76.0861,Expressway,Cloudy,Day,46,Male,Truck,109,Yes,No,No,Over Speeding,High,6.0
ACC34071,18-09-2024,13:02,Puducherry,Karaikal,12.2757,80.9279,Village Road,Cloudy,Day,18,Male,Bike,59,No,No,Yes,Pothole/Bad Road,Medium,3.0
ACC34072,27-04-2024,06:08,Tamil Nadu,Salem,10.8146,78.7995,Expressway,Overcast,Day,18,Male,Car,93,Yes,No,No,Over Speeding,High,7.0
ACC34073,04-03-2023,01:41,Tamil Nadu,Tiruchirappalli,12.0797,78.4289,Village Road,Clear,Night,21,Female,Bus,26,No,Yes,No,Drowsy Driving,Low,1.0
ACC34074,13-10-2023,23:35,Telangana,Hyderabad,17.612,78.4815,City Road,Clear,Night,41,Male,Bike,26,No,No,No,Signal Jumping,Low,0.0
ACC34075,10-10-2024,12:42,Andhra Pradesh,Visakhapatnam,15.2534,79.6399,Village Road,Rainy,Day,56,Male,Truck,52,Yes,Yes,Yes,Poor Weather Visibility,High,4.0
ACC34076,05-06-2023,21:54,Telangana,Hyderabad,18.125,79.7017,Village Road,Cloudy,Night,46,Male,Car,49,No,Yes,No,Drowsy Driving,Low,2.0
ACC34077,12-01-2022,11:25,Andhra Pradesh,Kurnool,16.2855,79.0205,State Highway,Overcast,Day,42,Male,Bike,68,No,No,Yes,Pothole/Bad Road,Low,2.0
ACC34078,12-01-2024,21:23,Andhra Pradesh,Visakhapatnam,15.9322,79.6929,Expressway,Clear,Night,31,Male,Car,84,No,No,Yes,Over Speeding,High,4.0
ACC34079,18-10-2023,04:54,Karnataka,Mangaluru,15.168,75.3742,Village Road,Foggy,Night,26,Male,Bike,53,No,No,No,Poor Weather Visibility,Medium,2.0
ACC34080,06-05-2024,10:41,Kerala,Ernakulam,10.7141,76.2185,Village Road,Clear,Day,18,Female,Truck,40,No,No,No,Signal Jumping,Low,1.0
ACC34081,19-07-2024,09:53,Kerala,Thiruvananthapuram,10.1028,76.7269,National Highway,Cloudy,Day,33,Male,Bike,78,No,No,No,Over Speeding,Medium,4.0
ACC34082,22-12-2022,12:04,Tamil Nadu,Chennai,11.1051,78.1964,State Highway,Cloudy,Day,22,Male,Truck,70,No,No,No,Poor Weather Visibility,Medium,3.0
ACC34083,30-08-2024,09:38,Puducherry,Puducherry,12.4482,79.2471,Village Road,Overcast,Day,18,Male,Bike,39,No,No,No,Poor Weather Visibility,Low,3.0
ACC34084,24-07-2024,06:52,Telangana,Nizamabad,17.5265,78.3623,City Road,Clear,Day,43,Male,Bike,56,No,No,No,Signal Jumping,Low,0.0
ACC34085,25-07-2024,11:53,Telangana,Warangal,17.7302,78.7423,City Road,Clear,Day,60,Male,Bike,56,No,Yes,No,Drowsy Driving,Low,0.0
ACC34086,19-02-2022,06:18,Karnataka,Mangaluru,15.203,75.6496,National Highway,Clear,Day,52,Male,Car,64,No,No,No,Signal Jumping,Medium,4.0
ACC34087,17-04-2023,11:51,Andhra Pradesh,Guntur,16.2414,79.9796,Village Road,Cloudy,Day,45,Male,Bus,46,No,No,No,Signal Jumping,Low,1.0
ACC34088,03-06-2023,18:44,Karnataka,Hubballi,15.1615,75.9205,State Highway,Overcast,Dusk,18,Female,Auto,69,No,No,No,Signal Jumping,Medium,1.0
ACC34089,20-03-2022,21:38,Telangana,Warangal,18.5545,78.7668,State Highway,Rainy,Night,55,Male,Car,73,No,No,Yes,Poor Weather Visibility,High,7.0
ACC34090,23-05-2024,17:33,Tamil Nadu,Salem,10.9162,78.3093,City Road,Cloudy,Dusk,37,Male,Bike,43,No,Yes,No,Drowsy Driving,Medium,5.0
ACC34091,19-09-2024,16:23,Andhra Pradesh,Nellore,15.7461,79.859,Village Road,Clear,Day,33,Male,Bike,55,No,No,No,Signal Jumping,Low,0.0
ACC34092,16-07-2023,18:49,Karnataka,Belagavi,15.3735,76.4379,State Highway,Clear,Dusk,18,Male,Car,40,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC34093,03-11-2023,19:55,Puducherry,Puducherry,11.7041,79.6145,State Highway,Cloudy,Night,39,Male,Car,67,No,No,No,Signal Jumping,Low,2.0
ACC34094,08-06-2023,21:56,Puducherry,Karaikal,11.9633,79.6238,State Highway,Cloudy,Night,24,Male,Bike,68,Yes,Yes,No,Drunk Driving,High,5.0
ACC34095,16-04-2023,01:23,Kerala,Ernakulam,10.298,75.8723,State Highway,Rainy,Night,75,Male,Auto,42,No,Yes,No,Poor Weather Visibility,Low,0.0
ACC34096,04-03-2024,00:50,Tamil Nadu,Tiruchirappalli,10.7619,78.9639,City Road,Cloudy,Night,24,Male,Car,63,No,No,No,Signal Jumping,Medium,2.0
ACC34097,09-09-2023,20:23,Kerala,Kollam,10.6854,76.5045,State Highway,Clear,Night,59,Male,Car,66,No,No,No,Over Speeding,Low,1.0
ACC34098,08-10-2024,17:11,Karnataka,Mangaluru,15.0834,75.7728,Village Road,Foggy,Dusk,31,Female,Car,48,Yes,No,No,Poor Weather Visibility,Medium,
ACC34099,08-05-2023,11:11,Telangana,Hyderabad,18.153,78.8668,City Road,Clear,Day,26,Female,Truck,48,No,Yes,No,Drowsy Driving,Low,0.0
ACC34100,20-03-2022,03:38,Telangana,Hyderabad,17.9515,78.8051,City Road,Clear,Night,32,Male,Bike,57,Yes,No,No,Drunk Driving,Medium,2.0
ACC34101,22-02-2023,17:13,Andhra Pradesh,Kurnool,15.446,79.9389,City Road,Foggy,Dusk,18,Male,Bike,73,Yes,Yes,No,Poor Weather Visibility,High,4.0
ACC34102,17-02-2023,11:17,Telangana,Karimnagar,17.3734,78.5467,State Highway,Overcast,Day,43,Female,Auto,75,Yes,No,No,Drunk Driving,Medium,4.0
ACC34103,09-09-2023,09:51,Kerala,Thrissur,10.1356,75.9931,City Road,Cloudy,Day,40,Male,Auto,70,No,Yes,Yes,Signal Jumping,High,4.0
ACC34104,20-05-2024,22:35,Karnataka,Mangaluru,14.932,75.2231,City Road,Cloudy,Night,37,Female,Car,86,Yes,Yes,No,Over Speeding,High,2.0
ACC34105,15-07-2024,11:05,Kerala,Ernakulam,10.3176,76.2124,Expressway,Rainy,Day,31,Male,Car,73,No,No,Yes,Poor Weather Visibility,Medium,2.0
ACC34106,06-05-2024,16:23,Karnataka,Belagavi,15.457,74.9765,Expressway,Rainy,Day,45,Male,Car,92,No,Yes,No,Over Speeding,High,3.0
ACC34107,07-03-2023,16:23,Tamil Nadu,Madurai,10.5698,78.9961,Village Road,Clear,Day,44,Male,Car,57,Yes,No,No,Drunk Driving,Low,2.0
ACC34108,17-04-2024,06:54,Tamil Nadu,Tiruchirappalli,11.0115,78.2699,City Road,Rainy,Day,35,Male,Bike,34,No,No,No,Poor Weather Visibility,Low,0.0
ACC34109,02-07-2024,17:58,Puducherry,Puducherry,11.7413,79.6719,Village Road,Cloudy,Dusk,44,Male,Bus,36,No,No,Yes,Pothole/Bad Road,Low,2.0
ACC34110,03-06-2024,20:45,Tamil Nadu,Chennai,11.25,78.8045,City Road,Overcast,Night,42,Male,Car,58,No,No,No,Poor Weather Visibility,Low,0.0
ACC34111,15-08-2024,22:30,Kerala,Ernakulam,9.7329,76.6173,City Road,Clear,Night,50,Male,Bike,54,No,Yes,No,Drowsy Driving,Low,0.0
ACC34112,09-02-2024,17:03,Karnataka,Hubballi,15.0739,75.9611,City Road,Clear,Dusk,55,Male,Auto,44,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC34113,23-03-2022,21:36,Tamil Nadu,Coimbatore,10.7382,79.1085,Village Road,Clear,Night,42,Female,Auto,61,No,No,Yes,Pothole/Bad Road,High,10.0
ACC34114,06-10-2023,21:59,Tamil Nadu,Coimbatore,11.3901,78.6457,National Highway,Cloudy,Night,35,Female,Bike,81,Yes,No,No,Drunk Driving,High,7.0
ACC34115,25-02-2022,17:14,Telangana,Karimnagar,17.5534,79.0542,City Road,Cloudy,Dusk,36,Male,Bike,42,No,No,No,Poor Weather Visibility,Low,3.0
ACC34116,09-06-2022,22:22,Tamil Nadu,Tiruchirappalli,10.5961,78.4819,Village Road,Clear,Night,31,Male,Car,24,No,No,No,Signal Jumping,Low,0.0
ACC34117,18-01-2024,00:06,Kerala,Kollam,10.1981,76.5455,City Road,Cloudy,Night,36,Female,Bus,73,No,Yes,No,Drowsy Driving,High,4.0
ACC34118,09-08-2022,09:44,Andhra Pradesh,Guntur,16.0206,79.921,Village Road,Clear,Day,36,Female,Car,41,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC34119,21-09-2023,06:53,Telangana,Karimnagar,17.2629,78.8227,City Road,Cloudy,Day,18,Male,Bike,41,No,No,No,Poor Weather Visibility,Low,0.0
ACC34120,22-06-2024,13:12,Tamil Nadu,Salem,11.2595,78.629,City Road,Cloudy,Day,32,Male,Car,47,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC34121,23-03-2022,13:23,Telangana,Karimnagar,17.5256,79.1088,City Road,Cloudy,Day,34,Female,Bus,56,No,No,No,Poor Weather Visibility,Low,0.0
ACC34122,01-08-2022,18:49,Kerala,Thrissur,10.794,75.752,National Highway,Clear,Dusk,42,Female,Bus,64,No,No,No,Over Speeding,Low,2.0
ACC34123,24-02-2023,14:11,Tamil Nadu,Madurai,11.2399,78.332,State Highway,Rainy,Day,27,Male,Auto,48,No,No,No,Poor Weather Visibility,Medium,2.0
ACC34124,12-07-2023,11:14,Telangana,Warangal,18.5712,79.1085,City Road,Overcast,Day,45,Male,Car,67,No,Yes,Yes,Drowsy Driving,Medium,2.0
ACC34125,21-09-2023,22:39,Tamil Nadu,Tiruchirappalli,10.5339,78.5283,City Road,Foggy,Night,38,Male,Car,30,No,No,No,Poor Weather Visibility,Low,0.0
ACC34126,26-11-2022,07:37,Kerala,Kozhikode,9.9199,76.241,National Highway,Rainy,Day,29,Male,Car,81,Yes,No,No,Poor Weather Visibility,High,6.0
ACC34127,02-04-2022,06:40,Andhra Pradesh,Vijayawada,15.9812,79.433,Village Road,Cloudy,Day,37,Female,Bike,29,No,No,No,Poor Weather Visibility,Low,
ACC34128,23-07-2023,16:15,Karnataka,Mangaluru,16.0508,75.8302,City Road,Foggy,Day,28,Male,Bike,44,No,No,Yes,Poor Weather Visibility,Low,1.0
ACC34129,22-04-2023,01:55,Andhra Pradesh,Guntur,15.9885,80.2229,State Highway,Cloudy,Night,51,Male,Car,75,Yes,No,No,Drunk Driving,High,3.0
ACC34130,08-05-2024,21:13,Tamil Nadu,Coimbatore,11.434,78.6466,City Road,Clear,Night,37,Male,Car,32,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC34131,29-12-2024,18:17,Karnataka,Mangaluru,14.3833,76.155,Expressway,Foggy,Dusk,19,Male,Bus,98,Yes,Yes,No,Poor Weather Visibility,High,8.0
ACC34132,27-02-2023,09:10,Karnataka,Hubballi,14.7376,75.6815,City Road,Clear,Day,44,Male,Car,41,No,No,No,Signal Jumping,Low,0.0
ACC34133,21-05-2024,15:50,Kerala,Ernakulam,10.6375,76.3755,City Road,Rainy,Day,41,Male,Bike,48,Yes,No,No,Poor Weather Visibility,Medium,3.0
ACC34134,17-03-2023,18:07,Telangana,Hyderabad,17.1122,79.4467,National Highway,Cloudy,Dusk,45,Male,Car,78,No,No,No,Over Speeding,Medium,3.0
ACC34135,11-02-2024,13:28,Andhra Pradesh,Nellore,15.3801,79.6114,National Highway,Clear,Day,20,Male,Car,43,No,No,No,Signal Jumping,Low,2.0
ACC34136,23-08-2022,15:59,Puducherry,Puducherry,12.3452,79.3299,Expressway,Clear,Day,26,Male,Car,69,No,No,No,Over Speeding,Low,2.0
ACC34137,14-10-2024,20:16,Karnataka,Hubballi,16.3174,75.4279,State Highway,Cloudy,Night,47,Male,Car,52,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC34138,30-04-2023,20:46,Tamil Nadu,Coimbatore,10.4232,78.9899,State Highway,Clear,Night,39,Male,Car,58,No,No,No,Poor Weather Visibility,Low,3.0
ACC34139,13-11-2023,13:29,Telangana,Karimnagar,17.8196,79.4085,City Road,Clear,Day,69,Male,Auto,44,No,No,No,Signal Jumping,Low,1.0
ACC34140,27-09-2022,14:22,Tamil Nadu,Coimbatore,10.6294,78.9521,Expressway,Foggy,Day,21,Male,Auto,81,Yes,No,No,Poor Weather Visibility,High,5.0
ACC34141,20-09-2022,00:51,Tamil Nadu,Coimbatore,11.2258,79.3965,City Road,Overcast,Night,41,Male,Bus,46,Yes,No,No,Drunk Driving,Low,0.0
ACC34142,05-12-2022,06:49,Andhra Pradesh,Visakhapatnam,15.7004,79.4077,City Road,Overcast,Day,40,Female,Bus,51,No,No,No,Signal Jumping,Low,1.0
ACC34143,15-02-2022,11:48,Telangana,Khammam,18.123,79.3151,City Road,Overcast,Day,31,Male,Bike,40,No,Yes,No,Drowsy Driving,Low,2.0
ACC34144,30-05-2024,20:43,Andhra Pradesh,Guntur,15.4786,79.8245,State Highway,Overcast,Night,23,Female,Bike,70,No,No,No,Poor Weather Visibility,Medium,2.0
ACC34145,03-02-2022,09:16,Telangana,Nizamabad,17.9915,79.9737,City Road,Clear,Day,39,Male,Auto,43,No,No,Yes,Pothole/Bad Road,Medium,2.0
ACC34146,05-02-2023,09:58,Puducherry,Puducherry,11.544,80.098,City Road,Rainy,Day,34,Female,Car,56,No,No,Yes,Poor Weather Visibility,Low,2.0
ACC34147,19-04-2022,01:04,Kerala,Kozhikode,9.7926,76.3074,City Road,Clear,Night,33,Male,Auto,32,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC34148,06-05-2024,01:02,Telangana,Hyderabad,17.6278,78.9026,National Highway,Cloudy,Night,51,Male,Auto,97,Yes,Yes,No,Over Speeding,High,4.0
ACC34149,04-06-2024,13:10,Karnataka,Bengaluru Urban,15.2627,76.176,Village Road,Cloudy,Day,34,Male,Car,45,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC34150,06-08-2023,18:28,Karnataka,Mysuru,14.8385,75.6278,National Highway,Overcast,Dusk,18,Male,Car,88,Yes,No,No,Over Speeding,High,5.0
ACC34151,06-05-2022,21:44,Tamil Nadu,Tiruchirappalli,10.7045,78.4486,Village Road,Foggy,Night,44,Male,Truck,75,Yes,No,No,Poor Weather Visibility,High,4.0
ACC34152,20-03-2023,04:28,Karnataka,Mysuru,15.0986,75.8602,State Highway,Clear,Night,46,Male,Bike,69,No,No,No,Over Speeding,Medium,0.0
ACC34153,19-07-2023,21:49,Andhra Pradesh,Visakhapatnam,15.9631,79.9477,City Road,Clear,Night,38,Male,Car,57,Yes,No,No,Drunk Driving,Medium,0.0
ACC34154,22-07-2023,08:13,Andhra Pradesh,Vijayawada,15.7399,79.999,National Highway,Cloudy,Day,40,Male,Bike,81,No,No,No,Over Speeding,High,5.0
ACC34155,30-06-2024,03:47,Andhra Pradesh,Vijayawada,15.296,79.5043,City Road,Clear,Night,44,Male,Car,40,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC34156,24-02-2023,16:30,Karnataka,Belagavi,15.1828,75.8024,Village Road,Clear,Day,24,Female,Bike,31,No,No,No,Signal Jumping,Low,1.0
ACC34157,20-12-2024,19:23,Karnataka,Belagavi,15.3142,75.1124,City Road,Clear,Night,33,Male,Truck,68,Yes,No,No,Drunk Driving,Medium,1.0
ACC34158,28-09-2024,22:20,Andhra Pradesh,Guntur,15.3767,79.4157,National Highway,Clear,Night,21,Male,Bike,65,No,No,No,Signal Jumping,Medium,4.0
ACC34159,08-05-2024,21:30,Tamil Nadu,Coimbatore,10.7056,77.9452,State Highway,Clear,Night,25,Male,Bike,59,No,No,No,Signal Jumping,Medium,1.0
ACC34160,03-11-2024,19:59,Telangana,Karimnagar,17.3462,78.6829,City Road,Cloudy,Night,37,Male,Car,80,No,Yes,No,Drowsy Driving,High,0.0
ACC34161,17-08-2023,14:15,Karnataka,Mysuru,14.734,75.7224,City Road,Clear,Day,61,Male,Bike,35,No,No,No,Signal Jumping,Low,1.0
ACC34162,02-12-2022,13:31,Tamil Nadu,Salem,10.6101,78.8379,Village Road,Clear,Day,42,Female,Bike,42,No,No,Yes,Pothole/Bad Road,Low,3.0
ACC34163,15-10-2023,22:33,Karnataka,Mysuru,14.9625,75.7784,National Highway,Rainy,Night,44,Male,Bike,58,No,No,No,Poor Weather Visibility,Medium,2.0
ACC34164,04-02-2023,12:42,Telangana,Karimnagar,17.4435,78.1944,Village Road,Clear,Day,35,Male,Bike,37,No,No,No,Poor Weather Visibility,Low,2.0
ACC34165,13-07-2022,00:53,Andhra Pradesh,Nellore,15.4479,79.8714,State Highway,Clear,Night,37,Male,Car,50,No,No,No,Poor Weather Visibility,Low,1.0
ACC34166,08-03-2024,16:58,Tamil Nadu,Coimbatore,10.9508,78.4369,City Road,Cloudy,Day,36,Male,Car,66,No,Yes,Yes,Signal Jumping,Medium,2.0
ACC34167,21-06-2024,09:13,Tamil Nadu,Salem,10.4472,78.1268,City Road,Foggy,Day,31,Male,Bike,44,No,No,Yes,Poor Weather Visibility,Low,1.0
ACC34168,20-05-2022,19:03,Andhra Pradesh,Visakhapatnam,16.6043,80.3443,City Road,Clear,Night,52,Female,Bike,37,No,No,No,Poor Weather Visibility,Low,0.0
ACC34169,02-10-2024,23:51,Karnataka,Mysuru,15.275,75.1426,State Highway,Rainy,Night,19,Male,Bike,54,No,No,No,Poor Weather Visibility,Medium,5.0
ACC34170,20-03-2023,14:21,Kerala,Thrissur,11.4188,76.1059,State Highway,Clear,Day,45,Male,Car,63,No,No,No,Over Speeding,Low,1.0
ACC34171,10-02-2022,20:28,Andhra Pradesh,Nellore,16.1292,79.6405,City Road,Clear,Night,20,Male,Bike,67,Yes,No,No,Drunk Driving,Medium,3.0
ACC34172,16-02-2022,03:28,Karnataka,Belagavi,15.5567,75.5016,City Road,Rainy,Night,33,Male,Car,57,No,Yes,Yes,Poor Weather Visibility,Medium,4.0
ACC34173,25-11-2022,10:57,Karnataka,Bengaluru Urban,15.0021,75.4853,City Road,Overcast,Day,21,Female,Car,42,No,No,No,Poor Weather Visibility,Low,0.0
ACC34174,04-10-2024,21:44,Tamil Nadu,Coimbatore,11.183,78.2225,Expressway,Clear,Night,40,Male,Truck,70,Yes,No,No,Drunk Driving,High,2.0
ACC34175,27-02-2024,16:42,Kerala,Kollam,9.7271,76.6133,City Road,Clear,Day,59,Male,Auto,71,No,No,No,Over Speeding,Low,2.0
ACC34176,27-01-2023,12:47,Tamil Nadu,Tiruchirappalli,11.0651,78.6642,State Highway,Rainy,Day,72,Male,Bike,58,Yes,Yes,No,Poor Weather Visibility,Medium,5.0
ACC34177,14-11-2022,16:09,Karnataka,Bengaluru Urban,15.1382,75.6111,Expressway,Clear,Day,53,Male,Bike,94,No,No,No,Over Speeding,High,8.0
ACC34178,16-09-2023,12:44,Telangana,Hyderabad,18.0179,79.5434,National Highway,Clear,Day,18,Male,Car,87,No,Yes,No,Over Speeding,High,6.0
ACC34179,20-03-2024,19:06,Telangana,Warangal,17.6434,79.2088,Village Road,Overcast,Night,33,Male,Auto,48,Yes,No,Yes,Drunk Driving,Medium,1.0
ACC34180,14-06-2024,01:00,Tamil Nadu,Chennai,11.497,78.4035,State Highway,Clear,Night,38,Female,Bike,84,Yes,Yes,No,Drunk Driving,High,2.0
ACC34181,14-03-2022,10:24,Kerala,Thiruvananthapuram,10.5247,75.6191,Expressway,Overcast,Day,18,Male,Auto,76,No,No,No,Over Speeding,Medium,2.0
ACC34182,18-09-2022,03:00,Telangana,Warangal,18.5264,79.1455,National Highway,Clear,Night,21,Male,Bike,72,No,No,No,Over Speeding,High,5.0
ACC34183,30-05-2022,09:48,Telangana,Karimnagar,17.8525,79.4656,Village Road,Clear,Day,46,Male,Bike,38,No,No,Yes,Pothole/Bad Road,Low,2.0
ACC34184,18-07-2022,22:52,Andhra Pradesh,Guntur,16.6617,79.9876,National Highway,Foggy,Night,26,Male,Auto,85,Yes,No,No,Poor Weather Visibility,High,8.0
ACC34185,09-03-2022,20:42,Andhra Pradesh,Kurnool,15.4344,79.2639,City Road,Clear,Night,32,Female,Car,46,No,No,No,Signal Jumping,Low,0.0
ACC34186,03-02-2023,19:02,Karnataka,Mysuru,15.8238,74.8302,City Road,Cloudy,Night,37,Female,Truck,28,No,No,No,Poor Weather Visibility,Low,1.0
ACC34187,08-02-2022,17:58,Kerala,Kozhikode,9.829,76.3829,City Road,Rainy,Dusk,45,Female,Auto,46,No,No,Yes,Poor Weather Visibility,Low,2.0
ACC34188,18-02-2022,20:28,Kerala,Ernakulam,10.2695,76.6253,National Highway,Overcast,Night,41,Male,Bike,73,No,No,No,Over Speeding,High,4.0
ACC34189,22-11-2022,09:39,Telangana,Hyderabad,18.0497,79.0563,State Highway,Clear,Day,50,Male,Bike,74,No,No,No,Over Speeding,Medium,1.0
ACC34190,28-03-2022,11:25,Andhra Pradesh,Kurnool,16.3134,79.5529,City Road,Cloudy,Day,44,Male,Auto,56,No,No,No,Poor Weather Visibility,Low,1.0
ACC34191,19-04-2024,16:24,Telangana,Warangal,17.7915,79.4424,State Highway,Rainy,Day,18,Male,Bike,57,No,No,No,Poor Weather Visibility,Low,1.0
ACC34192,10-09-2023,23:50,Tamil Nadu,Salem,10.538,77.9502,National Highway,Cloudy,Night,52,Female,Bike,70,No,No,No,Poor Weather Visibility,Medium,7.0
ACC34193,12-10-2022,00:42,Puducherry,Karaikal,12.4652,79.847,City Road,Clear,Night,26,Male,Truck,51,No,No,Yes,Pothole/Bad Road,Medium,2.0
ACC34194,08-02-2022,16:19,Andhra Pradesh,Nellore,15.6609,80.0959,State Highway,Cloudy,Day,32,Female,Bike,56,No,No,No,Poor Weather Visibility,Low,0.0
ACC34195,20-02-2022,11:54,Telangana,Warangal,17.6468,78.6046,State Highway,Clear,Day,34,Male,Bike,79,No,No,No,Over Speeding,Low,3.0
ACC34196,15-09-2024,16:22,Karnataka,Hubballi,15.2162,76.5223,State Highway,Clear,Day,27,Male,Car,30,No,No,No,Signal Jumping,Low,
ACC34197,16-01-2023,05:35,Puducherry,Puducherry,11.455,79.316,City Road,Rainy,Dawn,39,Male,Bike,44,No,No,Yes,Poor Weather Visibility,Low,4.0
ACC34198,09-06-2022,16:08,Telangana,Hyderabad,18.7281,79.0154,Village Road,Clear,Day,22,Male,Bike,15,No,No,Yes,Pothole/Bad Road,Low,0.0
ACC34199,01-06-2022,18:54,Karnataka,Mysuru,14.8901,76.0437,National Highway,Rainy,Dusk,35,Female,Car,85,No,Yes,Yes,Poor Weather Visibility,High,6.0
ACC34200,06-07-2023,12:54,Tamil Nadu,Madurai,11.6317,77.7748,City Road,Rainy,Day,32,Male,Bike,50,No,No,Yes,Poor Weather Visibility,Low,1.0
ACC34201,04-01-2024,19:57,Karnataka,Mangaluru,15.7362,75.2504,City Road,Rainy,Night,31,Male,Car,22,No,No,Yes,Poor Weather Visibility,Low,0.0
ACC34202,24-03-2022,10:42,Andhra Pradesh,Visakhapatnam,16.3931,79.6831,National Highway,Clear,Day,26,Male,Bike,78,Yes,No,Yes,Drunk Driving,High,3.0
ACC34203,17-09-2022,17:34,Telangana,Hyderabad,17.8673,78.1765,Village Road,Clear,Dusk,32,Male,Bike,42,No,No,No,Signal Jumping,Low,2.0
ACC34204,25-12-2024,10:35,Karnataka,Belagavi,15.4619,75.3132,Expressway,Cloudy,Day,49,Male,Bike,79,No,No,No,Over Speeding,High,
ACC34205,19-07-2023,16:40,Tamil Nadu,Salem,11.1932,79.4029,City Road,Rainy,Day,18,Male,Car,39,No,No,No,Poor Weather Visibility,Low,0.0
ACC34206,05-05-2024,17:19,Karnataka,Hubballi,15.0465,76.3244,State Highway,Rainy,Dusk,25,Male,Car,46,No,Yes,No,Poor Weather Visibility,Low,1.0
ACC34207,12-07-2022,11:23,Karnataka,Belagavi,15.7929,74.9996,City Road,Rainy,Day,47,Male,Bike,40,No,No,No,Poor Weather Visibility,Low,1.0
ACC34208,04-02-2022,09:31,Andhra Pradesh,Guntur,15.6277,80.3621,Village Road,Overcast,Day,28,Male,Bike,45,No,No,No,Poor Weather Visibility,Low,2.0
ACC34209,02-01-2023,13:53,Tamil Nadu,Tiruchirappalli,11.3297,78.9525,National Highway,Overcast,Day,36,Male,Car,71,No,No,No,Poor Weather Visibility,Medium,3.0
ACC34210,13-10-2024,17:03,Tamil Nadu,Salem,11.7506,77.824,Village Road,Cloudy,Dusk,24,Male,Car,54,Yes,No,No,Drunk Driving,Medium,5.0
ACC34211,20-02-2022,23:43,Kerala,Thiruvananthapuram,10.1001,75.3094,City Road,Clear,Night,24,Male,Car,49,No,No,No,Signal Jumping,Low,0.0
ACC34212,19-05-2023,21:57,Andhra Pradesh,Kurnool,16.2303,79.4452,City Road,Overcast,Night,40,Female,Car,56,No,Yes,No,Drowsy Driving,Medium,5.0
ACC34213,23-02-2024,19:35,Tamil Nadu,Coimbatore,11.1879,78.1067,City Road,Cloudy,Night,58,Male,Auto,44,No,No,Yes,Pothole/Bad Road,Medium,
ACC34214,21-01-2024,19:18,Karnataka,Mysuru,15.1893,75.3561,Village Road,Overcast,Night,43,Female,Bike,44,Yes,No,No,Drunk Driving,Low,1.0
ACC34215,22-07-2022,11:52,Andhra Pradesh,Guntur,15.6168,80.1946,Village Road,Overcast,Day,25,Male,Bus,39,No,No,No,Poor Weather Visibility,Low,1.0
ACC34216,18-10-2022,18:10,Karnataka,Hubballi,15.1287,76.4232,Village Road,Rainy,Dusk,39,Male,Bus,45,No,No,Yes,Poor Weather Visibility,Low,1.0
ACC34217,18-05-2022,09:22,Karnataka,Mangaluru,14.451,75.3585,City Road,Clear,Day,18,Female,Car,55,No,No,Yes,Pothole/Bad Road,Medium,2.0
ACC34218,31-03-2022,10:30,Telangana,Hyderabad,18.2278,78.2266,Village Road,Rainy,Day,47,Male,Bike,50,Yes,No,No,Poor Weather Visibility,Medium,1.0
ACC34219,09-05-2024,19:06,Karnataka,Hubballi,15.858,75.6785,Expressway,Foggy,Night,47,Male,Car,85,No,No,No,Poor Weather Visibility,Medium,4.0
ACC34220,22-12-2022,18:19,Karnataka,Mysuru,15.4521,75.4938,City Road,Rainy,Dusk,31,Female,Bike,26,No,Yes,No,Poor Weather Visibility,Low,1.0
ACC34221,18-07-2022,13:03,Telangana,Hyderabad,18.0291,79.026,City Road,Clear,Day,34,Male,Car,40,No,Yes,Yes,Drowsy Driving,Low,2.0
ACC34222,11-01-2023,12:59,Kerala,Kozhikode,10.0017,76.1387,Village Road,Rainy,Day,18,Female,Bike,35,No,No,Yes,Poor Weather Visibility,Low,3.0
ACC34223,04-05-2022,14:51,Telangana,Warangal,17.8194,78.7408,National Highway,Overcast,Day,45,Male,Auto,87,No,No,No,Over Speeding,High,8.0
ACC34224,16-09-2022,22:37,Tamil Nadu,Chennai,10.3651,78.7578,City Road,Cloudy,Night,62,Female,Bike,39,No,No,Yes,Pothole/Bad Road,Low,1.0
ACC34225,30-07-2024,14:15,Kerala,Kollam,10.4696,75.8396,Expressway,Cloudy,Day,35,Male,Car,78,No,No,No,Over Speeding,Low,0.0
